Repositories
https://github.com/vicksEmmanuel/puzzle-game
https://github.com/NVIDIA/TensorRT-LLM
https://github.com/KjellConnelly/react-native-rate
https://github.com/microsoft/MixedReality-HolographicRemoting-Samples
https://github.com/facebookresearch/encodec
https://github.com/react-native-segmented-control/segmented-control
https://github.com/airbnb/lottie-android
https://github.com/jondot/awesome-react-native
https://github.com/react-native-maps/react-native-maps
https://github.com/reactnativecn/react-native-guide
https://github.com/react-native-camera/react-native-camera
https://github.com/wix/react-native-navigation
https://github.com/FaridSafi/react-native-gifted-chat
https://github.com/necolas/react-native-web
https://github.com/react-native-video/react-native-video
https://github.com/invertase/react-native-firebase
https://github.com/leecade/react-native-swiper
https://github.com/react-native-webview/react-native-webview
